name,r1,r2,n_members,members,missing_arms_10k,reason
ac19_47307,YYXXX,YYXYXXXXyXYxx,3,81635 92378 116245,s20_f4,incomplete_all_existing_solved
ac19_47309,YYXXXYXX,YYXyyxxxyyx,1,81642,s20_mk2_mK2,incomplete_all_existing_solved
ac19_474,YYXXX,YYXXYXyyxYXyx,3,1006 63964 112343,"baseline,s20_mk2",incomplete_all_existing_solved
ac19_47411,YXXyx,YYYXyyXXyXXyX,3,81870 102602 132061,s20_f4,incomplete_all_existing_solved
ac19_47426,YXXyx,YYXYxyxyXyXyxx,1,81902,s20_f4,incomplete_all_existing_solved
ac19_47480,YXYxxYXyx,YYxYxyXYYxyX,1,82022,s20_mk2_mK2,incomplete_all_existing_solved
ac19_47495,YXXXyxYx,YYxYXXXyyxx,2,82071 88124,s20_mk2_mK2,incomplete_all_existing_solved
ac19_47539,YXXyx,YYXYXyXYxxyyxx,1,82178,s20_mk2_mK2,incomplete_all_existing_solved
ac19_47684,YXXYx,YYYYXyxYXXXYx,1,82535,s20_mk2_mK2,incomplete_all_existing_solved
ac19_47689,YXXXXYx,YYXyXyxxxyx,4,82545 96122 150679 155040,s20_mk2,incomplete_all_existing_solved
ac19_4771,YXYXyx,YYXyXyxxx,21,5735 12097 19515 19958 32420 33046 46231 57331 66950 78728 80602 81860 105645 115952 120328 120844 125989 127234 133822 137250 137399,s20_f4,incomplete_all_existing_solved
ac19_47726,YYXYxxxyx,YYYxxxyxYx,1,82639,s20_f4,incomplete_all_existing_solved
ac19_47731,YXXyx,YYYXyxxxxxyXX,2,82654 93361,baseline,incomplete_all_existing_solved
ac19_4781,YYXXX,YYXXyxxyXXXYx,2,5746 125693,s20_mk2_mK2,incomplete_all_existing_solved
ac19_47820,YXYXyx,YYXYxxYYXyyXyXX,1,82904,s20_mk2_mK2,incomplete_all_existing_solved
ac19_47832,YXXYx,YYXYXYxYYXXXyx,1,82942,s20_f4,incomplete_all_existing_solved
ac19_47850,YYXXXyx,YYYxyyXYXXyX,1,82981,s20_mk2,incomplete_all_existing_solved
ac19_47852,YYXXX,YYXyxxYXXyyXYx,1,82984,s20_mk2,incomplete_all_existing_solved
ac19_4787,YYXXXyX,YYXYXXXXXyX,2,5753 43488,s20_f4,incomplete_all_existing_solved
ac19_479,YXyXYxx,YYYXYXyxYXyx,4,1012 1396 60457 117545,s20_mk2_mK2,incomplete_all_existing_solved
ac19_4801,YXyXYxx,YYXYXXyxx,7,5769 17493 22377 42677 102532 122142 137248,s20_mk2_mK2,incomplete_all_existing_solved
ac19_48147,YXXyx,YYYXyXyXXYXyxx,1,83773,s20_mk2,incomplete_all_existing_solved
ac19_48195,YXXyXYx,YYXYxyXyyxx,2,83916 98123,s20_mk2_mK2,incomplete_all_existing_solved
ac19_48285,YXXYx,YYXXXXyyxYYxYx,1,84192,baseline,incomplete_all_existing_solved
ac19_48452,YXYXYx,YYXYXXyXYxYxx,1,84619,"baseline,s20_mk2",incomplete_all_existing_solved
ac19_48466,YYXXYx,YYYYYxxyyyyXX,1,84658,baseline,incomplete_all_existing_solved
ac19_48467,YXXyx,YYYYXXYxyyxyyxxx,2,84659 100549,s20_f4,incomplete_all_existing_solved
ac19_48534,YYXXYx,YYXyxxyXXXyxx,1,84841,baseline,incomplete_all_existing_solved
ac19_48541,YXXyx,YYXYxyXyyXXXyx,1,84867,s20_mk2,incomplete_all_existing_solved
ac19_4855,YXXyx,YYYXXXXyxyxx,3,5837 87700 131455,"s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_4856,YXXYxYxx,YYYYYYYxYxx,2,5841 121836,s20_f4,incomplete_all_existing_solved
ac19_4860,YXXyx,YYXYxyyxxYXyX,3,5846 87561 139671,baseline,incomplete_all_existing_solved
ac19_4861,YXXyx,YYYXyyxyXXYX,8,5848 86821 91199 108873 112083 115900 123579 141552,baseline,incomplete_all_existing_solved
ac19_48630,YXXYXXyxx,YYYXXXXyyx,1,85096,s20_mk2,incomplete_all_existing_solved
ac19_4865,YYXXYx,YYXyyxyXXyxxx,1,5853,"baseline,s20_f4",incomplete_all_existing_solved
ac19_4870,YXXyx,YYXYXXyXyyXYX,3,5858 37426 139069,baseline,incomplete_all_existing_solved
ac19_48717,YXXyx,YYYXXXyxyXyxyX,1,85302,s20_mk2_mK2,incomplete_all_existing_solved
ac19_48724,YXX,YYYYxyXXXyyyx,1,85318,baseline,incomplete_all_existing_solved
ac19_4875,YXXyx,YYXYXYXyyXyxx,4,5863 33379 53576 156748,s20_f4,incomplete_all_existing_solved
ac19_4880,YYXXX,YYYXYYXyyXyyx,3,5872 94422 151767,"baseline,s20_mk2_mK2",incomplete_all_existing_solved
ac19_48812,YYXXXXyX,YYXyyxyxYXX,1,85518,s20_f4,incomplete_all_existing_solved
ac19_48829,YYXXXyX,YYYXyXYXyXyX,1,85562,s20_f4,incomplete_all_existing_solved
ac19_48861,YXYXX,YYYXXyXXXYYXyx,1,85653,s20_f4,incomplete_all_existing_solved
ac19_48876,YXXYx,YYXYXYYXXyyxxx,1,85697,"s20_mk2,s20_mk2_mK2",incomplete_all_existing_solved
ac19_48897,YXYXX,YYYXyyyXyyxYxx,1,85742,s20_f4,incomplete_all_existing_solved
ac19_489,YYXXX,YYYxyxyXyyx,6,1023 11846 84198 116027 130745 131712,s20_mk2,incomplete_all_existing_solved
ac19_48935,YXXYx,YYxYXXYXyxYXyx,1,85816,s20_mk2_mK2,incomplete_all_existing_solved
ac19_48960,YYXXYx,YYXXXyxyxYXYx,1,85876,s20_mk2_mK2,incomplete_all_existing_solved
ac19_48974,YXYXYx,YYXyXyxxyXYYx,1,85903,baseline,incomplete_all_existing_solved
ac19_490,YXXXX,YYXXyyx,22,1024 17893 19476 20422 25039 30451 31784 31957 66299 67639 79335 83374 104346 104647 106344 114070 117551 126850 140032 146302 148780 155600,s20_f4,incomplete_all_existing_solved
ac19_49062,YXXyx,YYXyXYXyxxyXyX,1,86121,s20_mk2,incomplete_all_existing_solved
ac19_4917,YXXyx,YYXYxyyXyxyxx,3,5915 149498 149542,baseline,incomplete_all_existing_solved
ac19_49300,YXX,YYXyXyXYYxxyXyx,1,86716,s20_f4,incomplete_all_existing_solved
ac19_49317,YXXyx,YYXYxxxyXXyxx,3,86768 99571 106775,s20_mk2,incomplete_all_existing_solved
ac19_49321,YXXYXXyX,YYXyXYxyXyx,1,86775,s20_mk2,incomplete_all_existing_solved
ac19_49322,YYXXX,YYxYXyyXXyxxyx,1,86776,s20_f4,incomplete_all_existing_solved
ac19_49327,YXX,YYXYXyyXyXyxYxx,1,86795,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",never_10k
ac19_49367,YXXyx,YYYYXYxyXyxyxxyx,2,86901 98742,s20_f4,incomplete_all_existing_solved
ac19_494,YXXyx,YYXyyXYxx,18,1028 4483 8128 24117 26609 54147 61960 64709 77801 78156 81282 82395 91601 100335 103255 106584 130526 155502,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",never_10k
ac19_4941,YYXXXyx,YXyxYXXXyxx,9,5942 9142 19453 39202 76677 76760 77615 105415 126704,baseline,incomplete_all_existing_solved
ac19_4946,YYXXYx,YYYYXXyyyxyyx,1,5947,s20_f4,incomplete_all_existing_solved
ac19_495,YXXyx,YYXXyxYXyxxx,5,1029 4698 84805 120876 133802,"baseline,s20_mk2",incomplete_all_existing_solved
ac19_4951,YYXXXXXyX,YXyxYxxyX,3,5952 76043 119083,"s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_49519,YXXyx,YYXXXXXXyXyyx,2,87256 92710,s20_mk2_mK2,incomplete_all_existing_solved
ac19_4956,YXXyx,YYXXXXyxxYXyX,4,5957 37534 73099 136852,"baseline,s20_mk2",incomplete_all_existing_solved
ac19_4971,YYXXXyx,YYXyyXXYxx,3,5975 24984 56810,s20_f4,incomplete_all_existing_solved
ac19_49726,YXXX,YYYxYYxyXyyXyyx,1,87783,baseline,incomplete_all_existing_solved
ac19_4976,YXXyx,YYXXyyXYxxxx,3,5980 7894 38703,"s20_mk2,s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_49775,YXXyx,YYXXXyxYXyyxYx,1,87921,baseline,incomplete_all_existing_solved
ac19_49786,YXXYxYxx,YYXXXyyxYxx,2,87947 132207,"baseline,s20_mk2",incomplete_all_existing_solved
ac19_49860,YXXYx,YYYYXXXyXyxYx,3,88169 91495 156243,s20_mk2,incomplete_all_existing_solved
ac19_49897,YYXXyxx,YYXYYxyyXXYx,1,88274,baseline,incomplete_all_existing_solved
ac19_49904,YXyXXyx,YYYxyyxxYxyX,1,88289,s20_mk2,incomplete_all_existing_solved
ac19_4992,YXXYx,YYXXyx,85,5999 11230 12220 13826 15479 16118 17326 19852 20029 21093 21593 28642 30743 36137 37158 38048 41826 42312 44214 48943 49571 49787 50816 51173 51867 52023 52087 53265 57085 61088 65779 66265 66527 67034 67288 69662 70081 70436 70549 71184 74435 75274 80796 80961 83299 83956 84890 85443 85481 88034 88939 90046 91177 92467 93471 95437 95816 97449 99067 102950 103016 103067 104291 104799 117363 118118 123014 124595 128862 129191 129623 132497 133102 133565 139325 139542 141858 143156 143856 145574 146211 147094 148631 151457 153944,s20_mk2_mK2,incomplete_all_existing_solved
ac19_4997,YYXXX,YXYXXyXXyxxYx,2,6006 49492,baseline,incomplete_all_existing_solved
ac19_50014,YYXyxxxyX,YYXyXXXyyX,1,88603,s20_mk2_mK2,incomplete_all_existing_solved
ac19_5015,YXXyx,YYYXyxxyxxxx,5,6025 26935 72635 114208 150318,s20_mk2,incomplete_all_existing_solved
ac19_5020,YYXXyx,YYXXXXyxxYXyx,1,6031,"s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_5025,YXXXXYx,YYXYXXyXyxx,3,6036 140460 141642,baseline,incomplete_all_existing_solved
ac19_50282,YXXyx,YYYXYXyyyXyyyXYX,2,89242 132050,s20_mk2,incomplete_all_existing_solved
ac19_50286,YXXyx,YYXyXyxYXXYXyX,1,89249,s20_f4,incomplete_all_existing_solved
ac19_50296,YXXyx,YYXXYXyXyyXYx,3,89266 101124 113454,"baseline,s20_mk2",incomplete_all_existing_solved
ac19_50307,YXXyx,YYXYxYXyxxyXyX,1,89288,s20_mk2_mK2,incomplete_all_existing_solved
ac19_50326,YXXyx,YYXXyyXXXXyXX,2,89332 94403,s20_f4,incomplete_all_existing_solved
ac19_5035,X,YYYXYxyXyyx,2,6046 35454,"s20_mk2,s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_50392,YYXXXXX,YYYXXXXXXX,2,89465 151461,"s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_5040,YYXXYXX,YYYXXyXYxyyx,1,6051,s20_mk2,incomplete_all_existing_solved
ac19_50402,YYXXX,YYYYXyyXXyyxYx,1,89484,s20_mk2_mK2,incomplete_all_existing_solved
ac19_50425,YXXyx,YYXXyXYxYXyyxx,1,89536,s20_mk2,incomplete_all_existing_solved
ac19_50429,YXYXX,YYXyXXYxyyXYx,2,89548 127704,baseline,incomplete_all_existing_solved
ac19_5046,YXXyx,YYYXyxxyXX,11,6057 8926 22323 28222 46519 74012 75095 88955 89840 134055 137282,s20_f4,incomplete_all_existing_solved
ac19_50492,YXXYx,YYXXyyXYXYxYxx,1,89719,s20_mk2_mK2,incomplete_all_existing_solved
ac19_5050,YYYXXXXYx,YXXyXyxxxx,1,6061,"baseline,s20_mk2_mK2",incomplete_all_existing_solved
ac19_5052,YXXyXYx,YYYXyxyXyxx,3,6063 28508 124116,"baseline,s20_mk2,s20_mk2_mK2",incomplete_all_existing_solved
ac19_50535,YXXyx,YYYYXYxyyyyxyXXYxyyX,1,89839,baseline,incomplete_all_existing_solved
ac19_5055,YXXyx,YYYYXyyxxyx,6,6068 29389 35568 50897 55609 78013,baseline,incomplete_all_existing_solved
ac19_5060,YXXXyxx,YYYXXXXXyyXX,1,6075,s20_f4,incomplete_all_existing_solved
ac19_50616,YXXyx,YYXYXyxyXyxxYx,1,90045,s20_mk2,incomplete_all_existing_solved
ac19_5062,YYXXyx,YYXXXYXXXYx,3,6078 49411 107203,baseline,incomplete_all_existing_solved
ac19_50621,YXXyx,YYYXXXXyxyyXyX,1,90059,s20_mk2_mK2,incomplete_all_existing_solved
ac19_50636,YXXyx,YYXXYYxxyxyXyx,1,90082,"baseline,s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_5065,YYXXX,YXyXXXYXyxYxx,5,6081 31197 45197 92012 105479,baseline,incomplete_all_existing_solved
ac19_5070,YXXyXYx,YYYxxyXyyXX,3,6087 77983 97312,"s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_50704,YXYXX,YYYXYxxxyXyXyX,1,90243,s20_mk2,incomplete_all_existing_solved
ac19_5077,YXXyXyx,YYXXyxxxyxYx,2,6095 81821,baseline,incomplete_all_existing_solved
ac19_50794,YXX,YYXYxyXyXXyxYx,1,90476,s20_mk2,incomplete_all_existing_solved
ac19_50819,YXYXX,YYYXyxxxyXXyyx,1,90533,s20_mk2_mK2,incomplete_all_existing_solved
ac19_50859,YXYXX,YYYYXXyXyyyxYx,1,90636,"baseline,s20_f4",incomplete_all_existing_solved
ac19_5087,YXXyx,YYYYXyXyxyyyxxxx,1,6105,s20_mk2_mK2,incomplete_all_existing_solved
ac19_5094,YXXYxxyx,YYYxxyxyX,5,6113 63110 119570 120335 127936,s20_f4,incomplete_all_existing_solved
ac19_50945,YYXXyXyxx,YYxYxyxyxx,1,90843,s20_f4,incomplete_all_existing_solved
ac19_5099,YXX,YYxyXYxyXyx,12,6118 8005 23634 25666 46686 80727 108814 112473 113499 121618 141260 153092,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",never_10k
ac19_51,YXXXyxx,YYXXXXyX,50,238 288 1077 2371 4775 5838 8502 9494 9775 15975 16685 19135 19429 29558 31196 36629 37685 45573 46828 55455 57249 60552 63996 64564 66845 67142 70521 77187 80315 83100 84846 89816 90034 94362 95054 100773 107355 110984 117360 119287 120339 120722 131510 133272 137272 140467 140795 142967 146391 148431,s20_mk2,incomplete_all_existing_solved
ac19_510,YXXyx,YYYXXyyxx,7,1044 16443 25843 35410 51102 92104 108205,"baseline,s20_mk2,s20_mk2_mK2",incomplete_all_existing_solved
ac19_51004,YXYXX,YYYxyxYXXXXyyx,1,91011,s20_f4,incomplete_all_existing_solved
ac19_51082,YXXyxYx,YYXyXYxxyyX,3,91210 124676 127262,s20_mk2_mK2,incomplete_all_existing_solved
ac19_51087,YYXXX,YYYxxyxyXXXyyx,1,91216,s20_mk2_mK2,incomplete_all_existing_solved
ac19_51096,YXXyXyx,YYxyxYXyxyX,5,91243 131972 132565 146828 148691,"s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_51102,YXXyx,YYXYYXXXXyxyyX,1,91259,s20_mk2,incomplete_all_existing_solved
ac19_51104,YXXyx,YYXyXYxxxyyXyX,1,91264,s20_mk2,incomplete_all_existing_solved
ac19_5112,YXXyx,YYYXXyxyxYxxyX,1,6138,s20_f4,incomplete_all_existing_solved
ac19_51204,YXXyx,YYYXXyxxyyXYx,1,91548,"baseline,s20_mk2,s20_mk2_mK2",incomplete_all_existing_solved
ac19_51211,YYXXXYx,YYYXXXXYYx,1,91570,baseline,incomplete_all_existing_solved
ac19_51216,YYXXXyX,YYYxyxyxxyyx,1,91593,s20_mk2,incomplete_all_existing_solved
ac19_51325,YXYXYx,YYXXyXyyxyxxx,2,91897 115945,s20_f4,incomplete_all_existing_solved
ac19_5141,YXXXYxx,YYXXyxYXXyxx,1,6172,"baseline,s20_mk2",incomplete_all_existing_solved
ac19_51446,YXYXX,YYYXXXYXyXyXYx,1,92220,"s20_mk2,s20_f4",incomplete_all_existing_solved
ac19_5162,YXX,YYYYxxyyXyyXyx,3,6203 36754 118173,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",never_10k
ac19_5165,YXXYx,YYYXXyXYxx,9,6208 28779 54352 77481 100527 115689 131058 143601 155412,"baseline,s20_f4",incomplete_all_existing_solved
ac19_5166,YXXYx,YYXXYXyXyxxxx,3,6209 30634 154937,"s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_5167,YXXYx,YYYXXXYXyxxyyx,1,6210,baseline,incomplete_all_existing_solved
ac19_51676,YXXyx,YYYXyyxyXyyxYx,2,92828 137415,s20_mk2_mK2,incomplete_all_existing_solved
ac19_5171,YXXyxYx,YYYYYxyXXXyx,1,6215,baseline,incomplete_all_existing_solved
ac19_51712,YXXyx,YYXYxyyXyXXYxx,1,92927,s20_mk2,incomplete_all_existing_solved
ac19_51751,YXXyx,YYYYYXXXyxyyyx,1,93026,s20_f4,incomplete_all_existing_solved
ac19_5177,YXXYx,YYYXXXXyxyxxx,3,6222 17758 63452,baseline,incomplete_all_existing_solved
ac19_51804,YXXXyxYx,YYXyxYYXXyx,1,93151,s20_f4,incomplete_all_existing_solved
ac19_51809,YXyxYXXyx,YYXyxxxYXyx,1,93159,s20_mk2,incomplete_all_existing_solved
ac19_51869,YXYXX,YYXXyyxYYXXyxx,1,93313,s20_mk2,incomplete_all_existing_solved
ac19_51927,YYXXyx,YYXyyxYXXyxxx,1,93475,"baseline,s20_mk2",incomplete_all_existing_solved
ac19_51957,YYXXX,YYYXYYXXXyXyx,2,93539 142391,"s20_mk2,s20_mk2_mK2",incomplete_all_existing_solved
ac19_52065,YYYXXXyxx,YXXXyxYxx,2,93899 148248,s20_mk2,incomplete_all_existing_solved
ac19_5211,YYXXX,YYYXyyxyyxx,8,6264 21600 27708 62920 65660 72911 104616 142690,"baseline,s20_mk2",incomplete_all_existing_solved
ac19_5216,YXXyx,YYYXyyxyXYXX,5,6269 51708 115234 121318 150368,s20_mk2_mK2,incomplete_all_existing_solved
ac19_522,YXXyx,YYYXyyyXXYXX,3,1057 56177 150175,baseline,incomplete_all_existing_solved
ac19_5226,YXXyx,YYYYXYXyyyXyx,4,6280 45386 95891 112162,s20_mk2_mK2,incomplete_all_existing_solved
ac19_524,YXXyx,YYXYXyyXyyXX,4,1059 12467 77139 141813,s20_mk2,incomplete_all_existing_solved
ac19_52409,YYXXYYx,YYXXyxyXyxx,1,94790,s20_mk2,incomplete_all_existing_solved
ac19_52432,YYXXYx,YYXXYXyXYYxxx,1,94850,s20_mk2,incomplete_all_existing_solved
ac19_52442,YXXyx,YYXyXYxYXXyxyX,1,94865,baseline,incomplete_all_existing_solved
ac19_52452,YYXXX,YYXyXYXYXyXXYx,1,94895,s20_mk2,incomplete_all_existing_solved
ac19_52486,YXXyx,YYYXYxxyXyXyx,3,95011 120282 147490,"s20_mk2,s20_f4",incomplete_all_existing_solved
ac19_5255,YXXyx,YYXXyXYxyXXXX,3,6314 27815 32888,s20_mk2_mK2,incomplete_all_existing_solved
ac19_5260,YXXyx,YYYXyXyxxxx,6,6319 35278 73966 93176 134010 137776,s20_mk2_mK2,incomplete_all_existing_solved
ac19_52637,YYXXX,YYYxxyyXXXyxyx,1,95440,s20_mk2_mK2,incomplete_all_existing_solved
ac19_5264,YXXyx,YYXyxYxyx,35,6325 7572 21167 27226 30988 31662 33490 35360 36395 38272 38988 40481 42873 47840 53048 55306 60699 63081 64401 67116 71744 81158 82702 82778 96601 101072 104344 105280 109910 113815 122858 127070 130402 146149 153693,s20_mk2_mK2,incomplete_all_existing_solved
ac19_52642,YXYXYx,YYXXyyxxxxyyX,1,95455,s20_f4,incomplete_all_existing_solved
ac19_5265,YYXXyxx,YYXXXYxxyXyx,1,6327,s20_f4,incomplete_all_existing_solved
ac19_52686,YYXXX,YYXYxyyXyXXYx,1,95581,baseline,incomplete_all_existing_solved
ac19_52804,YXXXyxYx,YYXXXyyxYxx,2,95882 101789,s20_f4,incomplete_all_existing_solved
ac19_529,YXXyx,YYYYXXyXyyxyyx,1,1064,s20_f4,incomplete_all_existing_solved
ac19_53062,YYXXyxx,YYYxxxYYXXXX,1,96550,s20_mk2_mK2,incomplete_all_existing_solved
ac19_53146,YYXXyx,YXyXYxyXYxxyx,1,96786,baseline,incomplete_all_existing_solved
ac19_53167,YXYXX,YYxxYXXXyXXyxx,1,96852,baseline,incomplete_all_existing_solved
ac19_5329,YXXYXXyxx,YYXyXXYYXX,3,6400 42823 121571,baseline,incomplete_all_existing_solved
ac19_53317,YYXXYXX,YYXXYXXXyXYYx,1,97281,s20_f4,incomplete_all_existing_solved
ac19_5334,YYXXyx,YYXXYXyyXYXYx,1,6408,s20_f4,incomplete_all_existing_solved
ac19_53356,YXXYx,YYXYXXyXYxYxyx,1,97393,baseline,incomplete_all_existing_solved
ac19_534,YXYXYx,YXyXYXyxxYx,8,1069 8996 22809 34326 46696 55339 56566 131654,baseline,incomplete_all_existing_solved
ac19_53410,YXXX,YYYYXyXXYXyyxyX,1,97557,s20_f4,incomplete_all_existing_solved
ac19_53420,YYXXYx,YYXXYXyxxYXYx,1,97593,s20_f4,incomplete_all_existing_solved
ac19_53475,YXYXyx,YYYXXXYYxYXXX,1,97746,s20_mk2,incomplete_all_existing_solved
ac19_535,YYXXXYx,YYYYXXYX,8,1070 17565 47112 49770 58825 71206 106186 139543,s20_mk2_mK2,incomplete_all_existing_solved
ac19_5354,YXXyx,YYYXXXYxyxyyx,3,6432 10706 130974,s20_mk2,incomplete_all_existing_solved
ac19_5357,YYXXYx,YYXYxYXYxxyXX,1,6436,s20_mk2_mK2,incomplete_all_existing_solved
ac19_5362,YYXXYx,YYxYXyxxYXXYX,1,6442,"baseline,s20_mk2",incomplete_all_existing_solved
ac19_53644,YXYXYx,YYxYXXXXyxxyx,2,98217 131131,s20_f4,incomplete_all_existing_solved
ac19_53677,YYXXX,YYYYxyyXXyxyyx,1,98307,baseline,incomplete_all_existing_solved
ac19_53706,YXXyx,YYXyXXXXyXXYXX,1,98400,s20_mk2_mK2,incomplete_all_existing_solved
ac19_5372,YXXYXXyx,YYXXyXXyXYx,2,6456 7291,"baseline,s20_f4",incomplete_all_existing_solved
ac19_53749,YXXyx,YYXXyXyxYXXyyx,1,98515,"s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_5377,YXXyx,YYYYXYxxyyyyxx,1,6462,s20_mk2_mK2,incomplete_all_existing_solved
ac19_540,YYXXyx,YXyxxxxxyXXyx,1,1075,"baseline,s20_mk2",incomplete_all_existing_solved
ac19_5429,YXXyx,YYYXyyxYXyxyyx,3,6518 98262 141949,"s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_5434,YXXyx,YYXyyxyXXYxYx,4,6524 8431 56595 80169,"s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_5439,YXXyx,YYYXYXyyxyxxx,5,6529 36798 71598 76194 122127,s20_f4,incomplete_all_existing_solved
ac19_54861,X,YYYYYYXyyxyyyyyX,1,101645,baseline,incomplete_all_existing_solved
ac19_54876,YXYXX,YYYYXXyyXXXXYx,1,101695,s20_mk2,incomplete_all_existing_solved
ac19_5495,YXXyx,YYXYYXyxyXXXyX,1,6589,s20_f4,incomplete_all_existing_solved
ac19_54956,YXXYx,YYXYxyXyXyxyxx,1,101932,s20_mk2_mK2,incomplete_all_existing_solved
ac19_5499,YXYxYXXYx,YYXYxYXXyx,11,6597 19800 20932 36317 50354 78327 110447 119296 122310 143259 155238,s20_mk2,incomplete_all_existing_solved
ac19_5509,YXXyx,YYYXXXXyXXyx,3,6609 45687 101214,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",never_10k
ac19_5510,X,YYXYXyyX,14,6610 19350 38514 49201 51017 57238 71546 78375 92360 118559 122811 130913 136691 156065,"s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_5514,YXYXyx,YYXyXXYxyXXYxxx,1,6614,s20_f4,incomplete_all_existing_solved
ac19_5515,YXXYxxyX,YYYxyxYXXXX,3,6615 126853 127873,"baseline,s20_mk2",incomplete_all_existing_solved
ac19_5517,YYXXXXyxx,YXXXXXYxx,5,6617 50580 105064 125216 144746,s20_f4,incomplete_all_existing_solved
ac19_55197,YYXXYx,YYXXYxyxYxYXX,1,102549,baseline,incomplete_all_existing_solved
ac19_5521,YXXXyxYx,YYXYxxyXyXX,3,6622 60741 139238,s20_f4,incomplete_all_existing_solved
ac19_5522,YXXyx,YYXXXyXXXYXyX,3,6623 49137 153530,"baseline,s20_mk2,s20_f4",incomplete_all_existing_solved
ac19_55282,YX,YYXyxyXXyxYYx,1,102794,s20_f4,incomplete_all_existing_solved
ac19_55284,YXXyx,YYYYXXyXXXyyxx,1,102808,s20_mk2,incomplete_all_existing_solved
ac19_5541,YXXyXyxx,YYxYxyxYX,4,6645 34470 36691 129375,s20_f4,incomplete_all_existing_solved
ac19_55426,YXYXyx,YYYYXyXXXXYYx,1,103227,s20_mk2,incomplete_all_existing_solved
ac19_55481,YXYXX,YYXyxYxxYXXyyX,1,103383,s20_mk2,incomplete_all_existing_solved
ac19_55550,YXYXX,YYYYYXXXXXyxyX,1,103584,s20_mk2,incomplete_all_existing_solved
ac19_55596,YXXyx,YYYXyXYxyXyXXX,1,103707,s20_mk2,incomplete_all_existing_solved
ac19_5561,YXXYXXyx,YXXXXyXXYxx,7,6667 33428 36189 44060 110755 112383 141372,"baseline,s20_f4",incomplete_all_existing_solved
ac19_5566,YYXXXyxxx,YYxxxYXXXX,1,6674,s20_mk2,incomplete_all_existing_solved
ac19_5571,YXYXYx,YYYXXXyyyxxYx,1,6679,"baseline,s20_mk2,s20_mk2_mK2",incomplete_all_existing_solved
ac19_55722,YYXXyxxyx,YYXXyXyxYx,1,104056,s20_mk2_mK2,incomplete_all_existing_solved
ac19_55742,YYXXYXX,YYYXyyyXXYxx,1,104110,s20_f4,incomplete_all_existing_solved
ac19_5576,YXYXX,YYXXyyXXyxYYx,1,6685,baseline,incomplete_all_existing_solved
ac19_5577,YXXYxxyx,YYXXyXXyxxx,1,6686,s20_mk2,incomplete_all_existing_solved
ac19_5582,YYXyXYXyx,YXyxYXXyx,20,6693 17293 22414 26492 27773 32551 35081 38435 39191 65730 72585 74358 80022 89692 93136 102936 107167 110936 113540 144388,"baseline,s20_mk2",incomplete_all_existing_solved
ac19_5587,YXXXyxx,YYXXXXXyx,9,6698 46209 53124 66922 73219 96829 114400 129070 148745,"baseline,s20_f4",incomplete_all_existing_solved
ac19_5591,YYXXXYx,YYYxyyXX,10,6703 12306 30691 62295 67041 83923 92850 133223 134569 144167,baseline,incomplete_all_existing_solved
ac19_5597,YXXXyXyXX,YYXXXyXyyX,2,6710 23386,baseline,incomplete_all_existing_solved
ac19_5601,YXXyx,YYXyyXXyX,23,6714 8528 11484 25738 55694 64530 65208 68156 78613 79017 82954 85608 87251 97139 107706 112023 120074 129893 137478 139179 147486 149635 152572,s20_mk2_mK2,incomplete_all_existing_solved
ac19_5605,YXXyx,YYYXyyxxyxYx,4,6719 111687 115997 133236,s20_mk2,incomplete_all_existing_solved
ac19_5630,YYXXX,YYYYXyXXXYXXyx,1,6749,"s20_mk2,s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
ac19_5635,YXXYx,YYYXXYYxYXXYX,3,6754 68456 112168,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",never_10k
ac19_56387,YYXXYxYXXYx,YYYXYYXYYXXYx,1,105958,baseline,incomplete_all_existing_solved
ac19_564,YXYXyx,YYYXyXXyyxYYx,2,1100 78314,baseline,incomplete_all_existing_solved
ac19_5640,YXX,YYYxYxxyXyyXXyx,1,6759,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",never_10k
ac19_5645,YXXYx,YYXyXyxYXYxyx,6,6765 34038 84141 93059 101841 114713,"s20_mk2,s20_mk2_mK2,s20_f4",incomplete_all_existing_solved
